DateTime || IpAddress || Questions || Answers || Intents || Entites||session
2019-05-15 11:05 || 14.142.203.106 || what is 1040 || <b>Form 1040</b> is used by U.S. taxpayers to file an annual income tax return.<br/><br/>For Tax Year 2018, you will no longer use Form 1040-A or Form 1040-EZ, but instead will use the redesigned Form 1040. Many people will only need to file <b>Form 1040</b> and no schedules.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-1040 || search definition || [{'entity': 'form', 'text': '1040'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a33
2019-05-15 11:09 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a34
2019-05-15 11:10 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a35
2019-05-15 11:16 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a36
2019-05-15 11:16 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a37
2019-05-15 11:16 || 14.142.203.106 || what is 944 || <b>Form 944</b> is designed so the smallest employers (those whose annual liability for social security, Medicare, and withheld federal income taxes is $1,000 or less) will file and pay these taxes only once a year instead of every quarter.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-944 || search definition || [{'entity': 'form', 'text': '944'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a38
2019-05-15 11:25 || 14.142.203.106 || good morning || Hi, morning !!! <i class='em em-slightly_smiling_face'></i> || greet || [{'entity': 'daytime', 'text': 'morning'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a39
2019-05-15 11:26 || 14.142.203.106 || how are you || Good, how about you? || asking health || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a40
2019-05-15 11:27 || 14.142.203.106 || hello || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a41
2019-05-15 11:30 || 14.142.203.106 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a42
2019-05-15 11:31 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a43
2019-05-15 11:50 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a44
2019-05-15 12:02 || 14.142.203.106 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a45
2019-05-15 12:02 || 14.142.203.106 || hello || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a46
2019-05-15 12:03 || 14.142.203.106 || hello || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a47
2019-05-15 12:03 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a48
2019-05-15 12:04 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a49
2019-05-15 12:05 || 14.142.203.106 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a50
2019-05-15 12:08 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a51
2019-05-15 12:15 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a52
2019-05-15 12:18 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a53
2019-05-15 12:18 || 14.142.203.106 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a54
2019-05-15 12:19 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a55
2019-05-15 12:24 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a56
2019-05-15 12:25 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a57
2019-05-15 12:25 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a58
2019-05-15 12:27 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a59
2019-05-15 12:27 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a60
2019-05-15 12:49 || 14.142.203.106 || how can i get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a61
2019-05-15 12:50 || 14.142.203.106 || how can i get tax return || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax return'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a62
2019-05-15 12:50 || 14.142.203.106 || tax return || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax return'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a63
2019-05-15 12:50 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a64
2019-05-15 12:52 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a65
2019-05-15 12:52 || 14.142.203.106 || tax return || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax return'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a66
2019-05-15 12:55 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a67
2019-05-15 12:56 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a68
2019-05-15 12:56 || 14.142.203.106 || hello || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a69
2019-05-15 12:56 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a70
2019-05-15 12:59 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a71
2019-05-15 12:59 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a72
2019-05-15 13:00 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a73
2019-05-15 13:00 || 14.142.203.106 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a74
2019-05-15 13:01 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a75
2019-05-15 13:01 || 14.142.203.106 || how can i apply tax || You can file tax either by - <br/><b>1. Signing an electronic return</b> <br/> or <br/><b>2.Signing a paper tax return.</b><br/> to know more visit https://www.irs.gov/filing/individuals/how-to-file || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a76
2019-05-15 13:02 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a77
2019-05-15 13:03 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a78
2019-05-15 13:05 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a79
2019-05-15 13:06 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a80
2019-05-15 13:08 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a81
2019-05-15 13:15 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a82
2019-05-15 13:22 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a83
2019-05-15 13:35 || 14.142.203.106 || history of my tax || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can view your tax account https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a84
2019-05-15 13:36 || 14.142.203.106 || tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a85
2019-05-15 13:37 || 14.142.203.106 || get tax record || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}, {'entity': 'service', 'text': 'record'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a86
2019-05-15 13:37 || 14.142.203.106 || file tax || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a87
2019-05-15 13:37 || 14.142.203.106 || how can i file tax || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a88
2019-05-15 13:38 || 14.142.203.106 || tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a89
2019-05-15 13:40 || 14.142.203.106 || tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a90
2019-05-15 13:42 || 14.142.203.106 || tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a91
2019-05-15 13:45 || 14.142.203.106 || tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a92
2019-05-15 13:46 || 14.142.203.106 || tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a93
2019-05-15 13:47 || 14.142.203.106 || hello || Hi, how can I help you? || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a94
2019-05-15 13:47 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a95
2019-05-15 13:48 || 14.142.203.106 || what is 944 || <b>Form 944</b> is designed so the smallest employers (those whose annual liability for social security, Medicare, and withheld federal income taxes is $1,000 or less) will file and pay these taxes only once a year instead of every quarter.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-944 || search definition || [{'entity': 'form', 'text': '944'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a96
2019-05-15 13:48 || 14.142.203.106 || get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a97
2019-05-15 13:48 || 14.142.203.106 || get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a98
2019-05-15 13:50 || 14.142.203.106 || get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a99
2019-05-15 13:54 || 14.142.203.106 || get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a100
2019-05-15 13:58 || 14.142.203.106 || tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a101
2019-05-15 13:58 || 14.142.203.106 || get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a102
2019-05-15 14:03 || 14.142.203.106 || get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a103
2019-05-15 14:04 || 14.142.203.106 || what is 944 || <b>Form 944</b> is designed so the smallest employers (those whose annual liability for social security, Medicare, and withheld federal income taxes is $1,000 or less) will file and pay these taxes only once a year instead of every quarter.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-944 || search definition || [{'entity': 'form', 'text': '944'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a104
2019-05-15 14:06 || 14.142.203.106 || get tax record || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}, {'entity': 'service', 'text': 'record'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a105
2019-05-15 14:09 || 14.142.203.106 || get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a106
2019-05-15 14:10 || 14.142.203.106 || get tax record || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}, {'entity': 'service', 'text': 'record'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a107
2019-05-15 14:11 || 14.142.203.106 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a108
2019-05-15 14:12 || 14.142.203.106 || what is 944 || <b>Form 944</b> is designed so the smallest employers (those whose annual liability for social security, Medicare, and withheld federal income taxes is $1,000 or less) will file and pay these taxes only once a year instead of every quarter.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-944 || search definition || [{'entity': 'form', 'text': '944'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a109
2019-05-15 15:22 || 14.142.203.106 || what is 1040 || <b>Form 1040</b> is used by U.S. taxpayers to file an annual income tax return.<br/><br/>For Tax Year 2018, you will no longer use Form 1040-A or Form 1040-EZ, but instead will use the redesigned Form 1040. Many people will only need to file <b>Form 1040</b> and no schedules.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-1040 || search definition || [{'entity': 'form', 'text': '1040'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a110
2019-05-15 15:22 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a111
2019-05-15 15:22 || 14.142.203.106 || what is 433b || In summary, <b>Form 433-B</b> is a tool used by the IRS to determine the ability of a business to pay its tax debts in a variety of situations. <br/><br/><b>Form 433-B</b> might come into play when a company needs to enter into an alternative payment arrangement, a partial or full instalment payment agreement, or an offer in compromise.<br/><br/>To download <b>Form 433-B</b> visit https://www.irs.gov/pub/irs-pdf/f433b.pdf || search definition || [{'entity': 'form', 'text': '433b'}]|| 14.142.203.106_c8d54401-d1d1-4934-a753-4999ce1403a112
2019-05-15 17:35 || 116.193.141.223 || hello || Hi, how can I help you? || greet || []|| 116.193.141.223_c8d54401-d1d1-4934-a753-4999ce1403a4
2019-05-15 17:36 || 116.193.141.223 || what is 944 || <b>Form 944</b> is designed so the smallest employers (those whose annual liability for social security, Medicare, and withheld federal income taxes is $1,000 or less) will file and pay these taxes only once a year instead of every quarter.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-944 || search definition || [{'entity': 'form', 'text': '944'}]|| 116.193.141.223_c8d54401-d1d1-4934-a753-4999ce1403a5
2019-05-15 17:47 || 116.193.141.223 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 116.193.141.223_b9c64fbb-db77-437a-a2f8-e3c24277fafd
2019-05-15 17:48 || 116.193.141.223 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 116.193.141.223_b9c64fbb-db77-437a-a2f8-e3c24277fafd
2019-05-15 17:59 || 116.193.141.223 || hello || Hi, how can I help you? || greet || []|| 116.193.141.223_b9c64fbb-db77-437a-a2f8-e3c24277fafd
